1369384296.390645 1 45 656 15
1369384297.394665 2 928 1779 100
1369384298.398652 1 829 2638 68
1369384299.402650 1 498 2634 46
1369384300.406658 1 463 2351 43
1369384301.410723 1 401 2338 38
1369384302.414661 1 392 2435 42
1369384303.418654 1 616 2547 55
1369384304.422654 1 546 2612 51
1369384305.426647 1 413 2743 44
1369384306.430679 1 522 2541 50
1369384307.434666 1 625 2678 58
1369384308.438668 1 423 2429 43
1369384309.442651 1 461 2379 43
1369384310.446663 1 450 2501 46
1369384311.450649 1 609 2357 59
1369384312.454647 1 453 2459 42
1369384313.458649 1 477 2420 52
1369384314.462652 1 507 2415 50
1369384315.466655 1 560 2466 53
1369384316.470647 1 472 2906 43
1369384317.474648 1 416 2238 43
1369384318.478651 1 522 3130 54
1369384319.482674 1 447 2559 47
1369384320.486647 1 526 2470 52
1369384321.490649 1 460 2619 44
1369384322.494658 1 487 2487 49
1369384323.498766 1 600 2702 53
1369384324.502658 1 531 2726 52
1369384325.506663 1 463 2283 44
1369384326.510652 1 421 2290 43
1369384327.514671 1 412 2805 44
1369384328.518654 1 601 2749 64
1369384329.522692 1 456 2256 50
1369384330.526652 1 514 3040 55
1369384331.530655 1 403 3231 39
1369384332.534661 1 631 2322 61
1369384333.538668 1 537 2239 52
1369384334.542653 1 452 2611 47
1369384335.546653 1 427 3055 41
1369384336.550652 1 448 2281 47
1369384337.554658 1 623 2497 63
1369384338.558654 1 454 2705 53
1369384339.562662 1 463 2163 50
1369384340.566657 1 568 2383 55
1369384341.570646 1 588 2390 51
1369384342.574652 1 441 2631 41
1369384343.578650 1 414 1967 48
1369384344.582666 1 477 2272 52
1369384345.586646 1 457 2400 53
1369384346.590644 1 496 2407 57
1369384347.594643 1 641 3283 62
1369384348.598663 1 530 2923 45
1369384349.602647 1 419 2272 45
1369384350.606654 1 455 2411 47
1369384351.610649 1 366 2597 50
1369384352.614647 1 731 2422 70
1369384353.618652 1 562 2518 49
1369384354.622656 1 437 2842 44
1369384355.626648 1 356 2609 41
1369384356.630666 1 593 2521 61
1369384357.634670 1 455 2330 48
1369384358.638681 1 484 3134 55
1369384359.642605 1 552 2112 54
1369384360.646657 1 497 2374 54
1369384361.650679 1 509 3330 53
1369384362.658638 1 515 2982 51
1369384363.662659 1 476 2970 34
1369384364.666652 1 861 3138 51
1369384365.670650 1 826 3745 40
1369384366.674689 1 742 4815 26
1369384367.678737 1 301 4297 14
1369384368.682665 1 436 5598 19
1369384369.686666 1 508 5814 24
1369384370.690667 1 696 5033 34
1369384371.694638 1 567 6301 22
1369384372.698690 1 591 6229 20
1369384373.702699 1 539 6248 20
1369384374.706649 1 347 4837 13
1369384375.710653 1 468 6327 17
1369384376.714688 1 407 5119 15
1369384377.718636 1 555 4593 24
1369384378.722680 1 810 5080 29
1369384379.726672 1 692 6923 21
1369384380.730658 1 522 6804 17
1369384381.734670 1 335 4626 12
1369384382.738688 1 372 5507 16
1369384383.742657 1 589 5908 24
1369384384.746668 2 718 5460 32
1369384385.750662 1 1190 6671 33
1369384386.754648 1 432 5242 15
1369384387.758659 1 640 6660 18
1369384388.762673 1 342 5977 11
1369384389.766654 1 314 6940 14
1369384390.770666 1 246 4084 12
1369384391.774662 1 715 4867 38
1369384392.778662 1 949 4658 44
1369384393.782697 1 923 4927 31
1369384394.786665 1 606 5873 21
1369384395.790652 1 560 5161 16
1369384396.794717 1 396 5362 13
1369384397.798669 1 303 4870 9
1369384398.802674 1 344 5362 15
1369384399.806672 1 525 3634 29
1369384400.810686 1 635 4429 31
1369384401.814680 1 658 5597 26
1369384402.818654 1 711 8720 28
1369384403.822659 1 522 5360 17
1369384404.826648 1 551 5319 21
1369384405.830692 1 384 6512 13
1369384406.834668 1 384 4789 16
1369384407.838654 1 448 5291 21
1369384408.842668 2 626 4746 27
1369384409.846668 1 655 5018 26
1369384410.850671 1 653 6730 20
1369384411.854669 1 736 6473 23
1369384412.858673 1 358 6178 13
1369384413.862653 1 475 5652 15
1369384414.866676 1 607 6152 23
1369384415.870666 1 406 5838 17
1369384416.874665 1 372 6675 16
1369384417.878685 1 871 5745 35
1369384418.882669 1 568 7005 22
1369384419.886652 1 592 5898 19
1369384420.890662 1 445 6904 16
1369384421.894649 1 342 5278 10
1369384422.898696 1 404 4686 18
1369384423.902658 1 784 6013 26
1369384424.906674 1 589 6031 12
1369384425.910674 3 621 7714 11
1369384426.914672 3 1080 7498 22
1369384427.918687 3 764 7071 11
1369384428.922672 1 478 7903 6
1369384429.926677 1 817 8968 10
1369384430.930712 2 707 10933 10
1369384431.934647 7 925 13893 8
1369384432.938717 4 679 9826 6
1369384433.942688 3 571 11068 4
1369384434.946679 2 767 11585 5
1369384435.950762 1 792 15018 6
1369384436.954632 3 510 13950 3
1369384437.958641 5 1447 18547 10
1369384438.962634 4 709 16123 4
1369384439.966690 3 474 16188 3
1369384440.970653 2 239 9279 2
1369384441.974653 2 323 1162 1
1369384442.978653 1 282 1274 1
1369384443.982635 2 316 2825 2
1369384444.986647 3 372 2451 12
1369384445.990638 8 963 3493 46
1369384446.994636 3 1684 5042 42
1369384447.998654 2 1268 5490 28
1369384449.002634 3 894 6523 15
1369384450.006633 73 1307 5780 19
1369384451.010637 2 1584 7527 22
1369384452.014645 4 742 8766 5
1369384453.018636 2 730 9447 6
1369384454.022676 2 1445 10196 14
1369384455.026659 3 384 11384 2
1369384456.030647 21 800 12310 6
1369384457.034619 662 1897 12825 8
1369384458.038657 1858 9483 14679 62
1369384459.042643 2090 2766 3010 0
1369384460.046656 1004 5927 16247 30
1369384461.050647 3850 7485 17132 23
1369384462.054633 2272 6464 17644 12
1369384463.058633 3796 3796 3796 0
1369384464.062586 2117 3805 6904 0
1369384468.078632 2991 5870 7727 0
1369384469.082658 1554 5873 8226 0
1369384470.086640 1742 2413 5323 0
1369384472.094642 2577 2861 3145 0
1369384473.098639 599 4010 5403 0
1369384474.102646 957 4749 6146 0
1369384475.106663 1 541 7004 0
1369384476.110634 2 121 1346 0
1369384477.114648 1 112 413 0
1369384478.118631 1 141 1004 0
1369384479.122633 1 170 2489 0
1369384480.126660 1 314 2157 0
1369384481.130635 1 184 2143 0
1369384482.134634 1 162 1167 0
1369384483.138636 1 391 2542 0
1369384484.142641 1 127 3004 0
1369384506.230648 22359 22359 22359 0
1369384514.262644 1 12236 30741 1
1369384515.266634 2 616 1517 0
1369384516.270636 164 475 1912 0
1369384517.274633 2 626 2828 0
1369384518.278662 1 362 3089 0
1369384519.282644 1 337 4911 0
1369384520.286633 884 1214 1551 0
1369384521.290647 1920 2195 2513 0
1369384522.294637 3391 3874 4346 0
1369384523.298643 4134 4376 4757 0
1369384524.302722 4 5259 8385 0
1369384525.306646 1 666 7042 0
1369384526.310666 1 126 1028 0
1369384527.314643 1 338 10176 0
1369384528.318645 1 976 9570 1
1369384529.322647 270 1670 11107 3
1369384530.326649 98 2068 12599 5
1369384531.330679 2 2097 15458 14
1369384532.334641 95 677 3677 0
1369384533.338641 2500 2922 3344 100
1369384534.342644 4 2934 15828 40
1369384535.346642 3 3364 18250 33
1369384536.350669 38 981 6644 6
1369384537.354653 116 1434 7187 17
1369384538.358642 3 834 7747 4
1369384539.362638 7 1920 9173 16
1369384540.366657 342 2412 10811 12
1369384541.370645 1519 8072 16116 56
1369384542.374659 3 3899 13986 22
1369384543.378646 30 3041 18038 16
1369384544.382652 182 2493 19050 11
1369384545.386635 2 942 20239 3
1369384546.390655 3 1573 21139 8
1369384547.394632 6 1253 18596 6
1369384548.398641 1 3193 22891 16
1369384551.410642 1 5482 26170 12
1369384552.414662 1 1212 35984 2
1369384553.418659 1 106 1287 0
1369384554.422685 1 172 2298 0
1369384555.426653 1 182 3290 0
1369384556.430649 6 223 3873 0
1369384557.434643 2 250 5280 0
1369384558.438669 11 206 2924 0
1369384559.442676 1 138 943 0
1369384560.446688 1 194 1339 1
1369384561.450642 140 374 813 0
1369384563.458669 2740 3063 4056 39
1369384564.462685 2 1136 5223 12
1369384565.466682 2 872 4902 17
1369384566.470660 1 1050 6683 16
1369384567.474655 1 709 6620 13
1369384568.478658 1 967 8604 11
1369384569.482688 1 513 8876 6
1369384570.486657 1 658 10239 5
1369384571.490673 3 744 11406 7
1369384572.494654 3 913 11944 8
1369384573.498641 679 3559 6440 50
1369384574.502661 2087 3783 13382 25
1369384575.506656 2735 9573 15641 62
1369384576.510655 3846 8972 17223 67
1369384577.514635 4842 11486 17998 56
1369384578.518648 9647 15721 18753 100
1369384579.522639 5237 10644 19026 44
1369384580.526644 7874 8262 8650 0
1369384581.530658 9283 9558 9944 0
1369384582.534627 6210 9536 11266 0
1369384583.538675 4649 9345 11311 0
1369384584.542654 10003 11254 12504 0
1369384586.550648 11146 12695 14416 0
1369384587.554632 1150 12180 15908 0
1369384588.558651 10019 12891 15605 0
1369384589.562647 16818 16967 17116 0
1369384590.566658 1245 13667 19996 0
1369384591.570649 16491 16532 16573 0
1369384592.574660 11031 15670 20381 0
1369384593.578643 13869 17154 21182 0
1369384594.582640 14619 17450 18589 0
1369384595.586651 16047 19223 23436 0
1369384596.590645 13574 17829 24234 0
1369384597.594655 4909 14110 21621 0
1369384598.598685 1 3760 25966 0
1369384599.602666 1 109 1124 0
1369384600.606661 1 160 1186 0
1369384601.610624 1 131 1163 0
1369384602.614634 248 581 1341 0
1369384603.618674 1 960 2442 0
1369384604.622663 8 307 4464 0
1369384605.626685 1 129 4816 0
1369384606.630682 1 48 4508 0
1369384607.634657 1 20 5674 0
1369384608.638653 1 15 100 0
1369384609.642669 1 10 96 0
1369384610.646691 1 13 95 0
1369384611.650693 1 52 503 4
1369384612.654649 1 97 905 14
1369384613.658673 391 1267 1820 100
1369384614.662654 2 1125 2811 53
1369384615.666664 1 929 4051 35
1369384616.670670 1 775 5073 24
1369384617.674642 1 791 5851 19
1369384618.678646 1 370 6308 10
1369384619.682642 1 238 3422 11
1369384620.686645 1 342 5091 17
1369384621.690648 1 656 5215 38
1369384622.694642 2 797 4076 37
1369384623.698638 1 855 5243 36
1369384624.702656 1 733 5527 30
1369384625.706630 1 555 6113 19
1369384626.710669 1 320 6845 11
1369384627.714665 2 249 5155 10
1369384628.718631 1 529 6260 23
1369384629.722662 1 800 6126 31
1369384630.726639 1 745 5226 29
1369384631.730642 1 441 5233 16
1369384632.734666 1 670 5969 18
1369384633.738653 1 466 4986 15
1369384634.742668 1 322 5022 10
1369384635.746664 1 551 6538 20
1369384636.750646 1 507 6025 19
1369384637.754662 1 629 4920 27
1369384638.758665 1 562 5960 23
1369384639.762677 1 550 4878 24
1369384640.766699 2 753 5697 22
1369384641.770674 1 541 5290 17
1369384642.774648 1 448 7958 15
1369384643.778668 1 416 4962 15
1369384644.782691 1 680 6383 26
1369384645.786652 1 446 7183 14
1369384646.790683 1 413 5824 15
1369384647.794656 1 416 4463 19
1369384648.798663 1 484 5891 17
1369384649.802672 1 639 5999 19
1369384650.806634 1 821 6105 30
1369384651.810641 1 486 5462 19
1369384652.814659 1 670 7277 18
1369384653.818647 1 534 5539 16
1369384654.822642 2 335 5046 10
1369384655.826647 1 266 5764 11
1369384656.830640 1 355 3598 15
1369384657.834647 1 885 5835 39
1369384658.838637 1 674 4671 32
1369384659.842649 1 783 5148 26
1369384660.846639 1 350 4415 14
1369384661.850680 1 581 5395 17
1369384662.854665 1 617 5901 22
1369384663.858674 1 517 6075 17
1369384664.862661 1 351 6489 13
1369384665.866654 1 439 4379 16
1369384666.870665 1 436 6511 26
1369384667.874657 1 231 4585 21
1369384668.878649 1 331 1877 39
1369384669.882660 1 604 2202 64
1369384670.886669 1 556 2635 60
1369384671.890654 1 525 2464 53
1369384672.894667 1 520 2320 49
1369384673.898652 1 454 2118 49
1369384674.902664 1 474 2315 49
1369384675.906657 1 479 2870 48
1369384676.910660 1 537 2454 55
1369384677.914643 1 562 2368 56
1369384678.918650 1 462 2338 45
1369384679.922658 1 441 2393 40
1369384680.926665 1 448 2881 47
1369384681.930660 1 557 2677 51
1369384682.934660 1 512 2460 49
1369384683.938649 1 527 2668 46
1369384684.942662 1 428 2425 41
1369384685.946651 1 466 2242 48
1369384686.950691 1 593 2283 54
1369384687.954660 1 471 2499 42
1369384688.958660 1 425 2503 43
1369384689.962666 1 473 2413 51
1369384690.966647 1 500 2535 51
1369384691.970665 1 442 2243 50
1369384692.974650 1 550 2515 55
1369384693.978647 1 576 2466 52
1369384694.982684 1 528 3085 47
1369384695.986652 1 356 2356 41
1369384696.990666 1 532 2293 50
1369384697.994663 1 502 2588 49
1369384698.998665 1 470 2666 46
1369384700.002670 1 434 2449 46
1369384701.006669 1 501 2598 51
1369384702.010649 1 564 2761 59
1369384703.014667 1 484 3014 49
1369384704.018655 1 534 2567 57
1369384705.022663 1 452 3349 48
1369384706.026659 1 400 2469 41
1369384707.030674 1 497 2647 52
1369384708.034664 1 478 3458 53
1369384709.038668 1 559 2522 55
1369384710.042654 1 536 2650 49
1369384711.046655 1 485 2571 44
1369384712.050648 1 480 2614 43
1369384713.054664 1 456 2496 46
1369384714.058652 1 538 2685 58
1369384715.062667 1 473 2655 48
1369384716.066652 1 408 2706 43
1369384717.070664 1 514 2700 56
1369384718.074669 1 484 2383 48
1369384719.078668 1 477 2612 49
1369384720.082662 1 556 2493 57
1369384721.086665 1 565 2965 56
1369384722.090654 1 422 2291 49
1369384723.094673 1 427 2569 50
1369384724.098657 1 555 2742 63
1369384725.102662 1 433 2343 40
1369384726.106658 1 503 1995 56
1369384727.110668 1 509 2389 58
1369384728.114656 1 544 2429 54
1369384729.118664 1 478 3002 50
1369384730.122653 1 495 3242 51
1369384731.126662 1 602 2588 56
1369384732.130646 1 548 2277 51
1369384733.134681 1 426 2566 42
1369384734.138651 1 320 2472 36
1369384735.142666 1 473 2992 51
1369384736.146651 1 567 2392 57
1369384737.150664 1 627 2494 60
1369384738.154667 1 434 2544 43
1369384739.158656 1 516 2658 52
1369384740.162661 1 427 2893 48
1369384741.166652 1 604 2744 61
1369384742.170646 1 532 2576 43
1369384743.174637 1 434 3067 47
1369384744.178641 1 409 2613 45
1369384745.182645 1 529 2608 55
1369384746.186664 1 523 2481 49
1369384747.190648 1 447 2461 50
1369384748.194661 1 465 2152 51
1369384749.198656 1 553 2459 54
1369384750.202669 1 490 2240 47
1369384751.206676 1 557 2318 62
1369384752.210654 1 429 3107 43
1369384753.214674 1 449 2412 52
1369384754.218673 1 467 2572 55
1369384755.222684 2 585 2239 59
1369384756.226652 1 545 2814 55
1369384757.230666 1 484 2913 50
1369384758.234665 1 593 2652 53
1369384759.238663 1 447 2360 46
1369384760.242664 1 441 2659 44
1369384761.246693 1 559 2685 51
1369384762.250650 1 452 2601 44
1369384763.254659 1 375 2141 47
1369384764.258645 1 471 2313 46
1369384765.262644 1 566 2294 55
1369384766.266657 1 510 2370 52
1369384767.270658 1 575 2683 51
1369384768.274650 1 404 2214 47
1369384769.278695 1 517 2566 51
1369384770.282646 1 465 2456 52
1369384771.286697 1 421 2307 43
1369384772.290676 1 528 2600 49
1369384773.294674 1 553 2610 54
1369384774.298652 1 554 2294 56
1369384775.302662 1 417 2481 45
1369384776.306656 1 462 3072 52
1369384777.310646 1 484 2519 51
1369384778.314657 1 590 2569 50
