% Generated using: ./prepareCsv.py -d exp_2013-07-26T06:04:53+0200 -o exp_1_06_05.csv
1,0.11,0.0323,0.6677
2,0.726,0.4286,0.7623
3,1.397,0.4545,0.676
4,2.526,0.6667,0.5152
5,0.122,0.0,0.3927
6,3.402,0.2632,0.2819
7,5.377,0.3125,0.1901
8,6.244,0.375,0.1262
9,7.905,0.36,0.0821
11,8.173,0.2308,0.0346
12,7.221,0.1538,0.0223
13,9.234,0.1515,0.0142
14,10.002,0.1818,0.0091
15,9.154,0.3846,0.0058
16,0.014,0.0,0.0037
17,0.041,0.0,0.0024
18,0.077,0.0,0.0015
19,0.105,0.0,0.0017
20,0.218,0.0,0.002
21,0.063,0.0,0.0023
22,0.108,0.0,0.0026
23,0.07,0.0,0.003
24,0.115,0.0,0.0039
25,0.046,0.0,0.0051
26,0.018,0.0,0.0067
27,0.045,0.0,0.008
28,0.177,0.0513,0.0095
29,0.018,0.0,0.0113
30,0.076,0.0,0.0135
31,0.097,0.0,0.016
32,0.018,0.0,0.0222
33,0.037,0.0,0.0295
34,0.11,0.0,0.0329
35,0.259,0.0278,0.0368
36,0.214,0.0645,0.041
37,0.102,0.0256,0.0458
38,0.107,0.0323,0.0511
39,0.048,0.0303,0.0584
40,0.222,0.0645,0.0667
41,0.022,0.0,0.0752
42,0.241,0.28,0.079
43,0.441,0.1111,0.0831
44,0.122,0.0857,0.0873
45,0.211,0.0556,0.0918
46,0.257,0.1333,0.0965
47,0.259,0.0323,0.0984
48,0.671,0.1176,0.1004
49,0.237,0.0645,0.1023
50,0.332,0.1562,0.1044
51,0.032,0.0,0.1064
52,0.389,0.0645,0.1088
53,0.217,0.0968,0.1157
54,0.224,0.0741,0.123
55,0.321,0.1395,0.1278
57,0.729,0.1111,0.1297
58,0.249,0.1379,0.1317
59,0.231,0.0769,0.1337
60,0.198,0.0444,0.1357
61,0.195,0.0968,0.1377
62,0.56,0.1923,0.1421
63,0.508,0.2258,0.1466
64,0.263,0.0645,0.1513
65,0.742,0.2,0.1534
66,1.213,0.2222,0.15
67,1.41,0.1389,0.1326
68,1.243,0.2424,0.1172
69,0.51,0.1724,0.1036
70,0.243,0.1613,0.0916
71,0.186,0.0625,0.081
72,0.214,0.087,0.0749
73,0.466,0.0513,0.0778
74,0.436,0.1053,0.0814
75,0.234,0.025,0.0852
76,0.429,0.1143,0.0891
77,0.214,0.0513,0.0932
78,0.179,0.0345,0.0975
79,0.372,0.1714,0.1028
80,0.533,0.119,0.1065
81,0.175,0.125,0.1104
82,0.77,0.1463,0.1145
83,0.221,0.0645,0.1159
84,0.094,0.1111,0.1173
85,0.926,0.1538,0.1177
86,0.226,0.2222,0.118
87,0.323,0.1667,0.1184
88,0.386,0.1818,0.1188
89,0.578,0.1714,0.1192
90,0.274,0.0541,0.1229
91,0.534,0.1143,0.1268
92,0.106,0.0667,0.1307
93,0.269,0.1429,0.1348
94,0.35,0.1707,0.1391
95,0.104,0.0714,0.144
96,0.287,0.1429,0.1548
97,0.158,0.0968,0.1664
98,0.259,0.1,0.1789
99,0.286,0.1944,0.1969
100,0.399,0.1724,0.2092
101,0.279,0.1765,0.2222
102,0.826,0.2143,0.2281
103,1.536,0.24,0.2068
104,1.425,0.275,0.178
105,0.17,0.125,0.1532
106,0.132,0.1111,0.1319
107,0.236,0.1389,0.1135
108,0.131,0.1176,0.0977
109,0.255,0.0976,0.1093
110,0.031,0.0714,0.1223
111,0.116,0.04,0.1367
112,0.261,0.2727,0.1529
113,0.271,0.1351,0.1705
114,0.285,0.1935,0.1877
115,0.221,0.2,0.2067
116,0.28,0.3548,0.2276
117,0.112,0.2105,0.2506
118,0.227,0.1515,0.2759
119,0.386,0.2162,0.3045
120,0.468,0.1935,0.324
121,1.059,0.4138,0.317
122,1.383,0.1429,0.3102
123,2.582,0.36,0.2412
124,2.377,0.2069,0.1821
125,3.635,0.4167,0.1293
