% Generated using: ./prepareCsv.py -d exp_2013-07-26T09:15:00+0200 -o exp_1_07_05.csv
1,0.19,0.0882,0.5654
2,0.103,0.0312,0.6393
3,0.116,0.0667,0.723
4,0.108,0.0645,0.8175
5,0.345,0.0769,0.9245
6,0.576,0.1944,0.9451
7,0.417,0.1111,0.9662
8,0.299,0.0909,0.9878
9,0.48,0.1111,1.0
10,0.132,0.1818,1.0
11,0.253,0.093,1.0
12,0.215,0.1515,1.0
13,0.14,0.16,1.0
14,0.308,0.2121,1.0
15,0.271,0.1795,1.0
16,0.54,0.2051,1.0
17,0.38,0.1562,1.0
18,0.353,0.2162,1.0
19,0.11,0.0606,1.0
20,0.707,0.2727,1.0
21,0.049,0.0541,1.0
22,0.195,0.0968,1.0
23,0.404,0.1562,1.0
24,1.07,0.2286,1.0
25,0.466,0.25,0.9808
26,0.45,0.1333,0.9619
27,0.315,0.1667,0.9434
28,0.277,0.2273,0.9252
29,0.221,0.2,0.9074
30,0.493,0.1562,0.9356
31,0.394,0.2308,0.9647
32,0.654,0.1765,0.9876
33,0.296,0.1714,1.0
34,0.276,0.1111,1.0
35,0.357,0.2143,1.0
36,0.49,0.1538,1.0
37,0.225,0.1081,1.0
38,0.49,0.2069,1.0
39,0.164,0.1053,1.0
40,0.206,0.1304,1.0
41,0.132,0.0857,1.0
42,0.227,0.1622,1.0
43,0.63,0.1935,1.0
44,0.131,0.1034,1.0
45,0.21,0.0741,1.0
46,0.315,0.1923,1.0
47,0.311,0.1136,1.0
48,0.118,0.0278,1.0
49,0.285,0.1667,1.0
50,0.176,0.0526,1.0
51,0.268,0.0976,1.0
52,0.109,0.0488,1.0
53,0.128,0.0769,1.0
54,0.186,0.1905,1.0
55,0.248,0.1622,1.0
56,0.355,0.1714,1.0
57,0.303,0.1667,1.0
58,0.526,0.2121,1.0
59,0.278,0.0645,1.0
60,0.153,0.0606,1.0
61,0.194,0.1562,1.0
62,0.425,0.1351,1.0
63,0.288,0.2105,1.0
64,0.218,0.1429,1.0
65,0.264,0.2045,1.0
66,0.439,0.1111,1.0
67,0.691,0.2667,1.0
68,0.219,0.0556,1.0
69,0.344,0.2632,1.0
70,0.005,0.04,1.0
71,0.713,0.2432,1.0
72,0.162,0.0882,1.0
73,0.3,0.1026,1.0
74,0.228,0.2143,1.0
75,0.338,0.129,1.0
76,0.39,0.1724,1.0
77,0.3,0.1389,1.0
78,0.154,0.027,1.0
79,0.226,0.125,1.0
80,0.17,0.1333,1.0
81,0.208,0.0741,1.0
82,0.103,0.0526,1.0
83,0.423,0.2,1.0
84,0.102,0.0286,1.0
85,0.413,0.1795,1.0
86,0.243,0.0294,1.0
87,0.699,0.15,1.0
88,0.168,0.1429,1.0
89,0.349,0.1071,1.0
91,0.15,0.0833,1.0
92,0.293,0.1429,1.0
93,0.2,0.0571,1.0
94,0.188,0.1471,1.0
95,0.119,0.0714,1.0
96,0.122,0.1304,1.0
97,0.151,0.1026,1.0
98,0.057,0.0312,1.0
99,0.11,0.0606,1.0
100,0.138,0.0541,1.0
101,0.364,0.0488,1.0
102,0.2,0.1111,1.0
103,0.215,0.119,1.0
104,0.197,0.0667,1.0
105,0.18,0.1081,1.0
106,0.178,0.1053,1.0
107,0.19,0.0606,1.0
108,0.155,0.1143,1.0
109,0.547,0.2353,1.0
110,0.219,0.0938,1.0
111,0.161,0.1212,1.0
112,0.198,0.0909,1.0
113,0.123,0.1379,1.0
114,0.171,0.125,1.0
115,0.201,0.1351,1.0
116,0.063,0.1111,1.0
117,0.196,0.1351,1.0
118,0.15,0.1111,1.0
119,0.159,0.122,1.0
120,0.182,0.125,1.0
121,0.324,0.1579,1.0
122,0.418,0.1429,1.0
123,0.175,0.0769,1.0
124,0.191,0.2308,1.0
125,0.173,0.0606,1.0
126,0.3,0.125,1.0
127,0.132,0.1379,1.0
128,0.147,0.1923,1.0
129,0.161,0.1333,1.0
130,0.237,0.2222,1.0
131,0.137,0.1333,1.0
132,0.282,0.1935,1.0
133,0.407,0.2222,1.0
134,0.11,0.1176,1.0
135,0.364,0.1951,1.0
136,0.263,0.1707,1.0
137,0.153,0.1143,1.0
138,0.252,0.1875,1.0
139,0.114,0.0882,1.0
140,0.296,0.1667,1.0
141,0.153,0.1667,1.0
142,0.275,0.1136,1.0
143,0.162,0.1351,1.0
144,0.24,0.1667,1.0
145,0.184,0.0811,1.0
146,0.151,0.1034,1.0
147,0.11,0.0312,1.0
148,0.168,0.1628,1.0
149,0.127,0.0769,1.0
150,0.187,0.0769,1.0
151,0.183,0.1034,1.0
152,0.061,0.1143,1.0
153,0.188,0.1,1.0
154,0.161,0.1111,1.0
155,0.184,0.1818,1.0
156,0.005,0.0,1.0
157,0.122,0.1,1.0
158,0.146,0.1,1.0
159,0.166,0.1111,1.0
160,0.162,0.0968,1.0
161,0.171,0.0857,1.0
162,0.118,0.0541,1.0
163,0.087,0.0769,1.0
164,0.3,0.125,1.0
165,0.191,0.1034,1.0
166,0.184,0.0909,1.0
167,0.149,0.1429,1.0
168,0.353,0.1163,1.0
169,0.461,0.125,1.0
170,0.168,0.1471,1.0
171,0.305,0.1613,1.0
172,0.204,0.1538,1.0
173,0.161,0.2,1.0
174,0.117,0.0217,1.0
175,0.103,0.1379,1.0
176,0.035,0.0323,1.0
177,0.166,0.1316,1.0
178,0.079,0.0263,1.0
179,0.062,0.0833,1.0
180,0.207,0.1714,1.0
181,0.206,0.2143,1.0
182,0.174,0.0769,1.0
183,0.071,0.0417,1.0
184,0.066,0.0571,1.0
185,0.184,0.1622,1.0
186,0.147,0.075,1.0
187,0.131,0.0909,1.0
188,0.685,0.1905,1.0
189,0.232,0.1875,1.0
190,0.312,0.2414,1.0
191,0.276,0.2222,1.0
192,0.112,0.1163,1.0
193,0.303,0.2,1.0
194,0.18,0.0645,1.0
195,0.304,0.2308,1.0
196,0.148,0.0909,1.0
197,0.124,0.1111,1.0
198,0.216,0.2857,1.0
199,0.193,0.0588,1.0
200,0.117,0.1176,1.0
201,0.378,0.3214,1.0
202,0.119,0.1071,1.0
203,0.175,0.0882,1.0
204,0.161,0.1111,1.0
205,0.281,0.1622,1.0
206,0.191,0.0541,1.0
207,0.195,0.0588,1.0
208,0.062,0.1,1.0
209,0.205,0.0857,1.0
210,0.185,0.0625,1.0
211,0.197,0.0476,1.0
212,0.184,0.1,1.0
213,0.178,0.2,1.0
214,0.08,0.0909,1.0
215,0.212,0.2,1.0
216,0.259,0.1042,1.0
217,0.004,0.0,1.0
218,0.165,0.1,1.0
219,0.155,0.0968,1.0
220,0.21,0.1667,1.0
221,0.162,0.0465,1.0
222,0.166,0.0571,1.0
223,0.202,0.1316,1.0
224,0.29,0.1795,1.0
225,0.277,0.1429,1.0
226,0.157,0.1143,1.0
227,0.181,0.1786,1.0
228,0.196,0.1351,1.0
229,0.165,0.1667,1.0
230,0.264,0.1212,1.0
231,0.151,0.1154,1.0
232,0.196,0.122,1.0
233,0.174,0.1818,1.0
234,0.202,0.1034,1.0
235,0.146,0.1176,1.0
236,0.18,0.1579,1.0
237,0.165,0.0909,1.0
238,0.312,0.1087,1.0
239,0.128,0.0556,1.0
240,0.289,0.1176,1.0
241,0.348,0.1562,1.0
242,0.183,0.1739,1.0
243,0.179,0.2,1.0
244,0.108,0.1071,1.0
245,0.254,0.129,1.0
246,0.171,0.0976,1.0
247,0.198,0.1667,1.0
248,0.253,0.1111,1.0
249,0.188,0.1875,1.0
250,0.15,0.2105,1.0
251,0.168,0.125,1.0
252,0.252,0.1905,1.0
253,0.165,0.2424,1.0
254,0.182,0.1613,1.0
255,0.308,0.1818,1.0
256,0.135,0.1429,1.0
257,0.144,0.1667,1.0
258,0.084,0.0968,1.0
259,0.179,0.1304,1.0
260,0.179,0.1562,1.0
261,0.153,0.1081,1.0
262,0.264,0.2174,1.0
263,0.171,0.0588,1.0
264,0.3,0.2143,1.0
265,0.171,0.0909,1.0
266,0.195,0.1212,1.0
267,0.172,0.0789,1.0
268,0.12,0.2121,1.0
269,0.164,0.1667,1.0
270,0.183,0.1026,1.0
271,0.257,0.1515,1.0
272,0.195,0.1892,1.0
273,0.342,0.2,1.0
274,0.328,0.2105,1.0
275,0.201,0.1429,1.0
276,0.208,0.0833,1.0
277,0.27,0.1212,1.0
278,0.179,0.0714,1.0
279,0.165,0.1034,1.0
280,0.13,0.129,1.0
281,0.18,0.16,1.0
282,0.273,0.1429,1.0
283,0.274,0.1795,1.0
284,0.137,0.1,1.0
285,0.248,0.2222,1.0
286,0.179,0.0882,1.0
287,0.401,0.1818,1.0
288,0.187,0.1724,1.0
289,0.343,0.2059,1.0
290,0.282,0.1579,1.0
291,0.131,0.1935,1.0
292,0.09,0.0857,1.0
293,0.307,0.1379,1.0
294,0.248,0.3077,1.0
295,0.16,0.0952,1.0
296,0.201,0.2258,1.0
297,0.519,0.2703,1.0
298,0.184,0.1892,1.0
299,0.138,0.1034,1.0
300,0.192,0.0909,1.0
301,0.2,0.2414,1.0
302,0.322,0.16,1.0
303,0.268,0.2105,1.0
304,0.505,0.1622,1.0
305,0.602,0.1875,1.0
306,1.2,0.1714,0.9503
307,1.217,0.1818,0.9
308,0.047,0.1111,0.8523
309,0.153,0.1081,0.8071
310,0.167,0.0541,0.7643
311,0.426,0.1087,0.7238
312,0.161,0.0303,0.7534
313,0.168,0.0526,0.7842
314,0.177,0.0625,0.8162
315,0.41,0.125,0.8496
316,0.146,0.0417,0.8866
317,0.146,0.08,0.9252
318,0.173,0.1212,0.9655
319,0.085,0.0294,1.0
320,0.181,0.1071,1.0
321,0.022,0.0357,1.0
322,0.058,0.0294,1.0
323,0.039,0.0526,1.0
324,0.31,0.0714,1.0
325,0.241,0.1277,1.0
326,0.154,0.069,1.0
327,0.26,0.05,1.0
328,0.137,0.0571,1.0
329,0.251,0.1333,1.0
331,0.403,0.1905,1.0
332,0.631,0.1667,1.0
333,0.27,0.1765,1.0
334,0.206,0.0556,1.0
335,0.169,0.125,1.0
336,0.312,0.2083,1.0
337,0.354,0.0882,1.0
338,0.751,0.175,1.0
339,0.545,0.1373,1.0
340,0.179,0.1429,1.0
341,0.141,0.0606,1.0
342,0.178,0.1481,1.0
343,0.413,0.1852,1.0
344,0.578,0.1935,1.0
345,0.192,0.1154,1.0
346,0.255,0.1515,1.0
347,0.389,0.15,1.0
348,0.18,0.1724,1.0
349,0.111,0.08,1.0
350,0.235,0.1212,1.0
351,0.298,0.0968,1.0
352,0.244,0.1333,1.0
353,0.209,0.0333,1.0
354,0.554,0.1304,1.0
355,0.046,0.0667,1.0
356,0.089,0.0345,1.0
357,0.192,0.1351,1.0
358,0.102,0.0882,1.0
359,0.248,0.0889,1.0
360,0.253,0.25,1.0
361,0.196,0.1026,1.0
362,0.201,0.119,1.0
363,0.167,0.0556,1.0
364,0.195,0.1786,1.0
365,0.185,0.069,1.0
366,0.243,0.1429,1.0
367,0.199,0.0714,1.0
368,0.533,0.1714,1.0
369,0.538,0.2647,1.0
370,0.259,0.1379,1.0
371,0.173,0.0952,1.0
372,0.588,0.1707,1.0
373,0.482,0.1818,1.0
374,0.222,0.1429,1.0
375,0.057,0.0263,1.0
376,0.198,0.1935,1.0
377,0.174,0.1053,1.0
378,0.365,0.1034,1.0
379,0.244,0.1562,1.0
380,0.358,0.1667,1.0
381,0.28,0.1429,1.0
382,0.447,0.1875,1.0
383,0.188,0.0556,1.0
384,0.157,0.0714,1.0
385,0.256,0.2222,1.0
386,0.267,0.1739,1.0
387,0.257,0.1429,1.0
388,0.047,0.027,1.0
389,0.196,0.0625,1.0
390,0.331,0.1034,1.0
391,0.223,0.1081,1.0
392,0.146,0.0606,1.0
393,0.416,0.1714,1.0
394,0.272,0.1667,1.0
395,0.111,0.1071,1.0
396,0.156,0.0682,1.0
397,0.244,0.1923,1.0
398,0.234,0.1818,1.0
399,0.138,0.1212,1.0
400,0.168,0.0526,1.0
401,0.304,0.1212,1.0
402,0.274,0.1212,1.0
403,0.213,0.0698,1.0
404,0.188,0.069,1.0
405,0.175,0.0667,1.0
406,0.143,0.0435,1.0
407,0.155,0.1,1.0
408,0.223,0.1,1.0
409,0.145,0.04,1.0
410,0.004,0.0,1.0
411,0.151,0.1176,1.0
412,0.167,0.0968,1.0
413,0.213,0.1714,1.0
414,0.178,0.1562,1.0
415,0.198,0.129,1.0
416,0.2,0.129,1.0
417,0.208,0.1026,1.0
418,0.196,0.0968,1.0
419,0.106,0.093,1.0
420,0.095,0.1333,1.0
421,0.176,0.125,1.0
422,0.153,0.1,1.0
423,0.167,0.0741,1.0
424,0.135,0.1053,1.0
425,0.022,0.0303,1.0
426,0.098,0.0588,1.0
427,0.147,0.0667,1.0
428,0.094,0.1071,1.0
429,0.113,0.0333,1.0
430,0.188,0.1667,1.0
431,0.262,0.15,1.0
432,0.269,0.1026,1.0
433,0.299,0.2727,1.0
434,0.208,0.1944,1.0
435,0.155,0.1481,1.0
436,0.295,0.3,1.0
437,0.274,0.2759,1.0
438,0.296,0.175,1.0
439,0.513,0.2,1.0
440,0.271,0.1613,1.0
441,0.252,0.2,1.0
442,0.179,0.1944,1.0
443,0.271,0.1562,1.0
444,0.186,0.2188,1.0
445,0.559,0.2941,1.0
446,0.054,0.0556,1.0
447,0.245,0.2083,1.0
448,0.311,0.2258,1.0
449,0.329,0.2051,1.0
450,0.268,0.2121,1.0
451,0.311,0.0667,1.0
452,0.219,0.1714,1.0
453,0.057,0.0667,1.0
454,0.15,0.0625,1.0
455,0.188,0.0606,1.0
456,0.045,0.0645,1.0
457,0.207,0.1622,1.0
458,0.287,0.1429,1.0
459,0.058,0.0571,1.0
460,0.165,0.125,1.0
461,0.135,0.1212,1.0
462,0.214,0.1818,1.0
463,0.022,0.0303,1.0
464,0.199,0.0909,1.0
465,0.177,0.1875,1.0
