[1369918416.308596] latency=4:5:25:142:270:(79)ms throughput=24rps rr=50.00% errors=0 total=643
[1369918417.312623] latency=4:5:7:98:336:(64)ms throughput=32rps rr=50.00% errors=0 total=675
[1369918418.316634] latency=4:5:15:124:195:(66)ms throughput=29rps rr=55.17% errors=0 total=704
[1369918419.320625] latency=4:5:6:98:224:(54)ms throughput=20rps rr=35.00% errors=0 total=724
[1369918420.324631] latency=4:5:7:103:177:(52)ms throughput=18rps rr=38.89% errors=0 total=742
[1369918421.328608] latency=5:5:9:76:192:(48)ms throughput=19rps rr=42.11% errors=0 total=761
[1369918422.332644] latency=4:9:35:235:472:(123)ms throughput=32rps rr=46.88% errors=0 total=793
[1369918423.336639] latency=5:5:6:112:185:(59)ms throughput=15rps rr=40.00% errors=0 total=808
[1369918424.340621] latency=4:11:56:181:292:(99)ms throughput=23rps rr=60.87% errors=0 total=831
[1369918425.344621] latency=4:9:51:174:302:(90)ms throughput=26rps rr=57.69% errors=0 total=857
[1369918426.348615] latency=4:5:61:116:247:(71)ms throughput=26rps rr=65.38% errors=0 total=883
[1369918427.352623] latency=4:5:35:152:279:(80)ms throughput=23rps rr=60.87% errors=0 total=906
[1369918428.356622] latency=4:6:22:157:248:(77)ms throughput=20rps rr=65.00% errors=0 total=926
[1369918429.360621] latency=4:7:67:132:234:(78)ms throughput=28rps rr=64.29% errors=0 total=954
[1369918430.364623] latency=5:5:34:114:286:(81)ms throughput=26rps rr=61.54% errors=0 total=980
[1369918431.368604] latency=4:7:47:195:366:(111)ms throughput=29rps rr=55.17% errors=0 total=1009
[1369918432.372613] latency=5:7:118:176:226:(105)ms throughput=14rps rr=78.57% errors=0 total=1023
[1369918433.376613] latency=5:6:54:100:239:(70)ms throughput=21rps rr=71.43% errors=0 total=1044
[1369918434.380624] latency=4:26:103:185:286:(107)ms throughput=24rps rr=83.33% errors=0 total=1068
[1369918435.384618] latency=4:57:116:205:283:(129)ms throughput=27rps rr=81.48% errors=0 total=1095
[1369918436.388649] latency=5:26:173:248:389:(163)ms throughput=25rps rr=72.00% errors=0 total=1120
[1369918437.392617] latency=5:15:64:172:449:(107)ms throughput=20rps rr=90.00% errors=0 total=1140
[1369918438.396608] latency=15:122:330:473:723:(317)ms throughput=32rps rr=93.75% errors=0 total=1172
[1369918439.400626] latency=5:40:114:164:243:(112)ms throughput=22rps rr=86.36% errors=0 total=1194
[1369918440.404621] latency=5:14:95:160:311:(99)ms throughput=22rps rr=72.73% errors=0 total=1216
[1369918441.408628] latency=122:239:435:656:771:(432)ms throughput=21rps rr=100.00% errors=0 total=1237
[1369918442.412624] latency=13:143:783:954:1093:(559)ms throughput=27rps rr=88.89% errors=0 total=1264
[1369918443.416631] latency=6:126:235:522:955:(338)ms throughput=31rps rr=90.32% errors=0 total=1295
[1369918444.420615] latency=5:27:54:123:251:(89)ms throughput=24rps rr=91.67% errors=0 total=1319
[1369918445.424623] latency=20:69:198:249:374:(176)ms throughput=27rps rr=85.19% errors=0 total=1346
[1369918446.428627] latency=5:41:129:257:450:(160)ms throughput=28rps rr=85.71% errors=0 total=1374
[1369918447.432604] latency=6:81:219:263:397:(186)ms throughput=19rps rr=89.47% errors=0 total=1393
[1369918448.436601] latency=5:8:70:182:314:(99)ms throughput=34rps rr=70.59% errors=0 total=1427
[1369918449.440634] latency=5:19:141:203:252:(119)ms throughput=19rps rr=78.95% errors=0 total=1446
[1369918450.444611] latency=5:55:131:239:266:(139)ms throughput=24rps rr=91.67% errors=0 total=1470
[1369918451.448621] latency=5:59:95:156:200:(104)ms throughput=22rps rr=86.36% errors=0 total=1492
[1369918452.452616] latency=5:69:215:317:469:(209)ms throughput=18rps rr=100.00% errors=0 total=1510
[1369918453.456637] latency=26:108:209:259:431:(199)ms throughput=18rps rr=100.00% errors=0 total=1528
[1369918454.460626] latency=18:110:208:358:475:(233)ms throughput=26rps rr=100.00% errors=0 total=1554
[1369918455.464631] latency=5:167:210:248:417:(206)ms throughput=16rps rr=100.00% errors=0 total=1570
[1369918456.468625] latency=34:232:353:514:614:(364)ms throughput=26rps rr=100.00% errors=0 total=1596
[1369918457.472628] latency=43:249:383:491:831:(403)ms throughput=17rps rr=100.00% errors=0 total=1613
[1369918458.476619] latency=62:259:491:828:1222:(549)ms throughput=29rps rr=100.00% errors=0 total=1642
[1369918459.480647] latency=67:246:407:692:1098:(489)ms throughput=27rps rr=100.00% errors=0 total=1669
[1369918460.484615] latency=21:192:396:537:690:(375)ms throughput=19rps rr=89.47% errors=0 total=1688
[1369918461.488640] latency=4:153:313:656:951:(390)ms throughput=29rps rr=89.66% errors=0 total=1717
[1369918462.492634] latency=6:48:141:187:288:(127)ms throughput=23rps rr=82.61% errors=0 total=1740
[1369918463.496633] latency=5:15:109:174:233:(101)ms throughput=20rps rr=70.00% errors=0 total=1760
[1369918464.500623] latency=5:21:68:168:250:(96)ms throughput=21rps rr=80.95% errors=0 total=1781
[1369918465.504617] latency=5:55:112:144:220:(102)ms throughput=22rps rr=86.36% errors=0 total=1803
[1369918466.508630] latency=26:72:201:237:303:(170)ms throughput=23rps rr=86.96% errors=0 total=1826
[1369918467.512641] latency=5:24:126:220:263:(123)ms throughput=24rps rr=75.00% errors=0 total=1850
[1369918468.516644] latency=4:108:198:335:442:(212)ms throughput=21rps rr=100.00% errors=0 total=1871
[1369918469.520647] latency=22:104:257:336:460:(233)ms throughput=20rps rr=95.00% errors=0 total=1891
[1369918470.524637] latency=5:57:133:182:221:(124)ms throughput=21rps rr=95.24% errors=0 total=1912
[1369918471.528629] latency=5:111:167:246:554:(187)ms throughput=29rps rr=100.00% errors=0 total=1941
[1369918472.532628] latency=6:100:253:341:536:(234)ms throughput=25rps rr=100.00% errors=0 total=1966
[1369918473.536626] latency=70:390:618:742:961:(563)ms throughput=21rps rr=100.00% errors=0 total=1987
[1369918474.540634] latency=69:290:469:602:848:(459)ms throughput=26rps rr=100.00% errors=0 total=2013
[1369918475.544635] latency=44:234:489:671:946:(480)ms throughput=24rps rr=100.00% errors=0 total=2037
[1369918476.548629] latency=41:223:413:784:942:(490)ms throughput=29rps rr=100.00% errors=0 total=2066
[1369918477.552633] latency=41:117:229:269:417:(210)ms throughput=24rps rr=100.00% errors=0 total=2090
[1369918478.556637] latency=6:75:136:221:296:(148)ms throughput=15rps rr=100.00% errors=0 total=2105
[1369918479.560641] latency=19:53:166:188:334:(147)ms throughput=21rps rr=100.00% errors=0 total=2126
[1369918480.564635] latency=24:146:337:459:595:(315)ms throughput=20rps rr=100.00% errors=0 total=2146
[1369918481.568619] latency=5:33:105:159:216:(103)ms throughput=16rps rr=100.00% errors=0 total=2162
[1369918482.572636] latency=5:83:112:174:270:(125)ms throughput=22rps rr=100.00% errors=0 total=2184
[1369918483.576618] latency=5:80:155:206:348:(154)ms throughput=19rps rr=100.00% errors=0 total=2203
[1369918484.580618] latency=18:142:400:669:966:(425)ms throughput=13rps rr=100.00% errors=0 total=2216
[1369918485.584650] latency=4:454:962:1302:1837:(883)ms throughput=24rps rr=91.67% errors=0 total=2240
[1369918486.588666] latency=81:473:723:1379:1916:(886)ms throughput=38rps rr=97.37% errors=0 total=2278
[1369918487.592626] latency=4:26:85:168:196:(92)ms throughput=16rps rr=81.25% errors=0 total=2294
[1369918488.596607] latency=5:7:133:186:272:(119)ms throughput=22rps rr=72.73% errors=0 total=2316
[1369918489.600628] latency=5:26:154:212:346:(132)ms throughput=20rps rr=75.00% errors=0 total=2336
[1369918490.604668] latency=5:8:45:264:336:(124)ms throughput=28rps rr=57.14% errors=0 total=2364
[1369918491.608640] latency=4:6:19:109:218:(61)ms throughput=24rps rr=45.83% errors=0 total=2388
[1369918492.612630] latency=5:24:42:136:318:(90)ms throughput=24rps rr=62.50% errors=0 total=2412
[1369918493.616644] latency=5:6:8:75:242:(61)ms throughput=24rps rr=45.83% errors=0 total=2436
[1369918494.620642] latency=5:5:6:84:197:(48)ms throughput=26rps rr=38.46% errors=0 total=2462
[1369918495.624636] latency=4:6:90:226:338:(123)ms throughput=30rps rr=56.67% errors=0 total=2492
[1369918496.628616] latency=4:6:91:154:254:(88)ms throughput=29rps rr=68.97% errors=0 total=2521
[1369918497.632664] latency=5:5:9:86:204:(46)ms throughput=32rps rr=46.88% errors=0 total=2553
[1369918498.636626] latency=4:6:43:202:327:(115)ms throughput=25rps rr=52.00% errors=0 total=2578
[1369918499.640617] latency=4:42:119:206:272:(129)ms throughput=23rps rr=78.26% errors=0 total=2601
[1369918500.644642] latency=5:50:116:190:261:(119)ms throughput=26rps rr=80.77% errors=0 total=2627
[1369918501.648634] latency=5:38:136:165:278:(124)ms throughput=21rps rr=80.95% errors=0 total=2648
[1369918502.652651] latency=5:6:53:121:147:(62)ms throughput=16rps rr=75.00% errors=0 total=2664
[1369918503.656643] latency=5:90:157:244:382:(166)ms throughput=20rps rr=90.00% errors=0 total=2684
[1369918504.660630] latency=28:43:215:289:513:(200)ms throughput=21rps rr=76.19% errors=0 total=2705
[1369918505.664626] latency=5:28:125:256:590:(172)ms throughput=35rps rr=85.71% errors=0 total=2740
[1369918506.668639] latency=5:19:86:121:314:(97)ms throughput=27rps rr=81.48% errors=0 total=2767
[1369918507.672626] latency=29:165:261:313:409:(236)ms throughput=27rps rr=96.30% errors=0 total=2794
[1369918508.676845] latency=7:89:388:526:773:(370)ms throughput=20rps rr=90.00% errors=0 total=2814
[1369918509.680619] latency=6:39:253:470:621:(263)ms throughput=36rps rr=88.89% errors=0 total=2850
[1369918510.684632] latency=27:241:330:378:518:(303)ms throughput=21rps rr=95.24% errors=0 total=2871
[1369918511.688630] latency=23:126:238:322:470:(236)ms throughput=27rps rr=92.59% errors=0 total=2898
[1369918512.692628] latency=6:36:131:207:480:(142)ms throughput=29rps rr=79.31% errors=0 total=2927
[1369918513.696665] latency=4:87:155:269:480:(183)ms throughput=24rps rr=95.83% errors=0 total=2951
[1369918514.700624] latency=13:63:213:250:454:(183)ms throughput=24rps rr=95.83% errors=0 total=2975
[1369918515.704601] latency=4:71:194:248:292:(165)ms throughput=29rps rr=93.10% errors=0 total=3004
[1369918516.708619] latency=6:103:159:211:296:(154)ms throughput=20rps rr=100.00% errors=0 total=3024
[1369918517.713408] latency=26:164:306:429:701:(309)ms throughput=23rps rr=100.00% errors=0 total=3047
[1369918518.716926] latency=88:469:578:669:917:(555)ms throughput=23rps rr=100.00% errors=0 total=3070
[1369918519.720627] latency=70:371:683:923:1117:(636)ms throughput=25rps rr=100.00% errors=0 total=3095
[1369918520.724633] latency=6:91:229:543:811:(313)ms throughput=29rps rr=96.55% errors=0 total=3124
[1369918521.728631] latency=4:27:92:176:250:(99)ms throughput=23rps rr=86.96% errors=0 total=3147
[1369918522.732631] latency=6:65:213:483:573:(251)ms throughput=26rps rr=92.31% errors=0 total=3173
[1369918523.736629] latency=5:57:136:236:352:(153)ms throughput=27rps rr=92.59% errors=0 total=3200
[1369918524.740666] latency=9:91:174:237:342:(163)ms throughput=25rps rr=96.00% errors=0 total=3225
[1369918525.744630] latency=46:145:192:245:292:(185)ms throughput=16rps rr=100.00% errors=0 total=3241
[1369918526.748626] latency=4:102:135:209:266:(145)ms throughput=22rps rr=86.36% errors=0 total=3263
[1369918527.752650] latency=7:108:262:364:544:(245)ms throughput=25rps rr=88.00% errors=0 total=3288
[1369918528.756642] latency=23:84:207:276:379:(191)ms throughput=20rps rr=95.00% errors=0 total=3308
[1369918529.760663] latency=8:123:200:236:306:(175)ms throughput=23rps rr=91.30% errors=0 total=3331
[1369918530.764634] latency=28:87:158:224:255:(147)ms throughput=19rps rr=100.00% errors=0 total=3350
[1369918531.768639] latency=5:89:188:259:388:(191)ms throughput=19rps rr=94.74% errors=0 total=3369
[1369918532.772629] latency=5:29:92:170:261:(103)ms throughput=20rps rr=100.00% errors=0 total=3389
[1369918533.776630] latency=40:179:308:419:611:(299)ms throughput=21rps rr=100.00% errors=0 total=3410
[1369918534.780629] latency=4:51:189:250:378:(175)ms throughput=25rps rr=100.00% errors=0 total=3435
[1369918535.784625] latency=56:89:193:243:267:(177)ms throughput=22rps rr=100.00% errors=0 total=3457
[1369918536.788578] latency=6:141:224:312:491:(228)ms throughput=20rps rr=100.00% errors=0 total=3477
[1369918537.792634] latency=38:131:380:506:706:(346)ms throughput=25rps rr=100.00% errors=0 total=3502
[1369918538.796639] latency=44:305:458:565:867:(470)ms throughput=25rps rr=100.00% errors=0 total=3527
[1369918539.800618] latency=4:39:133:229:400:(156)ms throughput=23rps rr=100.00% errors=0 total=3550
[1369918540.804648] latency=42:103:201:303:391:(203)ms throughput=13rps rr=100.00% errors=0 total=3563
[1369918541.808619] latency=6:280:471:654:969:(465)ms throughput=25rps rr=100.00% errors=0 total=3588
[1369918542.812627] latency=78:254:353:558:812:(399)ms throughput=25rps rr=100.00% errors=0 total=3613
[1369918543.816626] latency=5:87:210:370:661:(253)ms throughput=28rps rr=100.00% errors=0 total=3641
[1369918544.820631] latency=5:113:191:234:283:(175)ms throughput=19rps rr=100.00% errors=0 total=3660
[1369918545.824642] latency=28:90:218:242:313:(185)ms throughput=25rps rr=100.00% errors=0 total=3685
[1369918546.828627] latency=24:77:172:229:327:(164)ms throughput=23rps rr=100.00% errors=0 total=3708
[1369918547.832619] latency=18:94:247:380:519:(244)ms throughput=27rps rr=100.00% errors=0 total=3735
[1369918548.836643] latency=9:84:205:265:493:(198)ms throughput=26rps rr=100.00% errors=0 total=3761
[1369918549.840631] latency=5:91:115:314:373:(182)ms throughput=27rps rr=100.00% errors=0 total=3788
[1369918550.844626] latency=6:133:221:360:602:(253)ms throughput=21rps rr=100.00% errors=0 total=3809
[1369918551.848608] latency=21:78:227:287:607:(219)ms throughput=21rps rr=100.00% errors=0 total=3830
[1369918552.852635] latency=9:133:304:461:698:(310)ms throughput=29rps rr=100.00% errors=0 total=3859
[1369918553.856627] latency=15:65:299:410:567:(265)ms throughput=13rps rr=100.00% errors=0 total=3872
[1369918554.860638] latency=65:310:889:1068:1544:(781)ms throughput=17rps rr=100.00% errors=0 total=3889
[1369918555.864638] latency=76:750:1196:1970:2563:(1341)ms throughput=28rps rr=96.43% errors=0 total=3917
[1369918556.868619] latency=21:854:1820:2290:2921:(1558)ms throughput=34rps rr=91.18% errors=0 total=3951
[1369918557.872639] latency=5:57:201:528:1181:(352)ms throughput=31rps rr=77.42% errors=0 total=3982
[1369918558.876636] latency=4:5:33:166:216:(73)ms throughput=22rps rr=54.55% errors=0 total=4004
[1369918559.880636] latency=4:5:23:167:263:(77)ms throughput=28rps rr=46.43% errors=0 total=4032
[1369918560.884622] latency=4:6:88:132:247:(86)ms throughput=25rps rr=60.00% errors=0 total=4057
[1369918561.888621] latency=5:5:8:144:243:(64)ms throughput=24rps rr=37.50% errors=0 total=4081
[1369918562.892624] latency=5:5:7:101:222:(53)ms throughput=18rps rr=44.44% errors=0 total=4099
[1369918563.896634] latency=4:5:40:123:211:(66)ms throughput=31rps rr=45.16% errors=0 total=4130
[1369918564.900645] latency=4:5:38:166:241:(80)ms throughput=22rps rr=45.45% errors=0 total=4152
[1369918565.904626] latency=5:5:8:102:186:(56)ms throughput=21rps rr=42.86% errors=0 total=4173
[1369918566.908633] latency=5:5:22:78:191:(51)ms throughput=26rps rr=50.00% errors=0 total=4199
[1369918567.912664] latency=5:5:6:70:192:(48)ms throughput=19rps rr=47.37% errors=0 total=4218
[1369918568.916614] latency=4:5:8:91:214:(59)ms throughput=31rps rr=45.16% errors=0 total=4249
[1369918569.920632] latency=5:6:38:118:223:(61)ms throughput=26rps rr=53.85% errors=0 total=4275
[1369918570.924628] latency=5:14:116:183:312:(111)ms throughput=30rps rr=76.67% errors=0 total=4305
[1369918571.928621] latency=4:5:91:169:317:(99)ms throughput=23rps rr=73.91% errors=0 total=4328
[1369918572.932619] latency=4:29:66:321:482:(164)ms throughput=32rps rr=56.25% errors=0 total=4360
[1369918573.936613] latency=5:5:17:144:200:(67)ms throughput=18rps rr=61.11% errors=0 total=4378
[1369918574.940648] latency=5:5:8:95:178:(48)ms throughput=18rps rr=61.11% errors=0 total=4396
[1369918575.944629] latency=5:5:23:91:264:(55)ms throughput=29rps rr=58.62% errors=0 total=4425
[1369918576.948635] latency=5:34:79:158:245:(98)ms throughput=24rps rr=70.83% errors=0 total=4449
[1369918577.952646] latency=5:6:118:239:400:(141)ms throughput=22rps rr=63.64% errors=0 total=4471
[1369918578.956640] latency=9:29:380:565:738:(339)ms throughput=26rps rr=73.08% errors=0 total=4497
[1369918579.960641] latency=4:25:100:244:645:(154)ms throughput=28rps rr=75.00% errors=0 total=4525
[1369918580.964649] latency=5:25:65:237:373:(150)ms throughput=9rps rr=55.56% errors=0 total=4534
[1369918581.968644] latency=14:77:909:1247:1636:(718)ms throughput=24rps rr=70.83% errors=0 total=4558
[1369918582.972623] latency=16:183:640:958:1902:(672)ms throughput=23rps rr=86.96% errors=0 total=4581
[1369918583.976616] latency=27:64:301:510:740:(341)ms throughput=19rps rr=73.68% errors=0 total=4600
[1369918584.980611] latency=18:27:80:359:617:(189)ms throughput=30rps rr=60.00% errors=0 total=4630
[1369918585.984644] latency=4:6:22:191:317:(92)ms throughput=19rps rr=52.63% errors=0 total=4649
[1369918586.988622] latency=5:6:25:81:196:(49)ms throughput=23rps rr=39.13% errors=0 total=4672
[1369918587.992634] latency=3:7:34:115:299:(75)ms throughput=27rps rr=48.15% errors=0 total=4699
[1369918588.996617] latency=5:27:35:453:680:(203)ms throughput=30rps rr=46.67% errors=0 total=4729
[1369918590.000787] latency=5:5:50:112:258:(71)ms throughput=21rps rr=52.38% errors=0 total=4750
[1369918591.004639] latency=5:10:30:145:361:(94)ms throughput=23rps rr=43.48% errors=0 total=4773
[1369918592.008621] latency=3:10:54:219:463:(143)ms throughput=20rps rr=50.00% errors=0 total=4793
[1369918593.012629] latency=5:15:37:172:449:(108)ms throughput=32rps rr=43.75% errors=0 total=4825
[1369918594.016622] latency=4:9:34:124:359:(75)ms throughput=24rps rr=41.67% errors=0 total=4849
[1369918595.020633] latency=3:6:27:127:280:(76)ms throughput=20rps rr=45.00% errors=0 total=4869
[1369918596.024633] latency=5:19:130:281:545:(178)ms throughput=16rps rr=62.50% errors=0 total=4885
[1369918597.028629] latency=3:9:44:157:559:(119)ms throughput=24rps rr=54.17% errors=0 total=4909
[1369918598.032614] latency=4:9:43:215:379:(117)ms throughput=26rps rr=50.00% errors=0 total=4935
[1369918599.036621] latency=5:17:42:92:261:(72)ms throughput=21rps rr=57.14% errors=0 total=4956
[1369918600.040653] latency=5:8:43:192:325:(101)ms throughput=17rps rr=47.06% errors=0 total=4973
[1369918601.044626] latency=4:13:65:204:396:(115)ms throughput=21rps rr=61.90% errors=0 total=4994
[1369918602.048627] latency=4:8:30:109:340:(71)ms throughput=20rps rr=55.00% errors=0 total=5014
[1369918603.052637] latency=4:9:66:230:435:(134)ms throughput=25rps rr=56.00% errors=0 total=5039
[1369918604.056618] latency=10:33:55:445:1033:(261)ms throughput=21rps rr=52.38% errors=0 total=5060
[1369918605.060628] latency=32:48:614:890:1211:(512)ms throughput=20rps rr=70.00% errors=0 total=5080
[1369918606.064620] latency=9:22:44:721:1661:(390)ms throughput=31rps rr=51.61% errors=0 total=5111
[1369918607.068635] latency=4:6:78:341:670:(180)ms throughput=26rps rr=53.85% errors=0 total=5137
[1369918608.072624] latency=4:8:77:171:265:(95)ms throughput=20rps rr=65.00% errors=0 total=5157
[1369918609.076630] latency=5:5:16:89:190:(50)ms throughput=20rps rr=40.00% errors=0 total=5177
[1369918610.080613] latency=3:5:23:86:235:(55)ms throughput=21rps rr=38.10% errors=0 total=5198
[1369918611.084642] latency=5:6:37:83:211:(59)ms throughput=21rps rr=38.10% errors=0 total=5219
[1369918612.088615] latency=5:6:30:74:178:(56)ms throughput=21rps rr=47.62% errors=0 total=5240
[1369918613.092635] latency=5:8:22:108:293:(65)ms throughput=22rps rr=36.36% errors=0 total=5262
[1369918614.096620] latency=5:7:34:239:411:(113)ms throughput=27rps rr=48.15% errors=0 total=5289
[1369918615.100618] latency=14:24:53:228:487:(144)ms throughput=26rps rr=50.00% errors=0 total=5315
[1369918616.104639] latency=4:9:23:130:484:(100)ms throughput=33rps rr=39.39% errors=0 total=5348
[1369918617.108618] latency=6:27:47:273:529:(151)ms throughput=20rps rr=45.00% errors=0 total=5368
[1369918618.112618] latency=5:28:46:241:499:(146)ms throughput=25rps rr=52.00% errors=0 total=5393
[1369918619.116645] latency=4:28:54:207:659:(157)ms throughput=27rps rr=51.85% errors=0 total=5420
[1369918620.120642] latency=5:7:38:178:366:(87)ms throughput=24rps rr=41.67% errors=0 total=5444
[1369918621.124622] latency=7:35:330:484:695:(274)ms throughput=22rps rr=54.55% errors=0 total=5466
[1369918622.128627] latency=5:6:24:194:297:(98)ms throughput=26rps rr=42.31% errors=0 total=5492
[1369918623.132628] latency=3:5:11:110:237:(61)ms throughput=26rps rr=42.31% errors=0 total=5518
[1369918624.136626] latency=5:9:30:78:234:(56)ms throughput=25rps rr=52.00% errors=0 total=5543
[1369918625.140636] latency=4:5:30:126:289:(76)ms throughput=19rps rr=42.11% errors=0 total=5562
[1369918626.144621] latency=4:20:47:283:590:(186)ms throughput=21rps rr=42.86% errors=0 total=5583
[1369918627.148632] latency=22:33:248:476:926:(302)ms throughput=17rps rr=52.94% errors=0 total=5600
[1369918628.152622] latency=4:21:71:562:1064:(305)ms throughput=35rps rr=51.43% errors=0 total=5635
[1369918629.156628] latency=16:37:151:427:883:(275)ms throughput=20rps rr=65.00% errors=0 total=5655
[1369918630.160633] latency=6:21:122:790:1293:(370)ms throughput=28rps rr=50.00% errors=0 total=5683
[1369918631.164636] latency=4:5:21:79:293:(66)ms throughput=24rps rr=45.83% errors=0 total=5707
[1369918632.168628] latency=4:5:7:24:152:(26)ms throughput=28rps rr=28.57% errors=0 total=5735
[1369918633.172634] latency=5:7:35:101:173:(59)ms throughput=21rps rr=47.62% errors=0 total=5756
[1369918634.176638] latency=5:25:61:607:767:(274)ms throughput=20rps rr=50.00% errors=0 total=5776
[1369918635.180659] latency=5:8:44:215:740:(143)ms throughput=24rps rr=50.00% errors=0 total=5800
[1369918636.184617] latency=5:5:9:61:155:(34)ms throughput=25rps rr=40.00% errors=0 total=5825
[1369918637.188627] latency=4:5:6:6:131:(15)ms throughput=21rps rr=14.29% errors=0 total=5846
[1369918638.192622] latency=3:5:7:36:193:(30)ms throughput=25rps rr=32.00% errors=0 total=5871
[1369918639.196610] latency=5:6:36:116:270:(72)ms throughput=20rps rr=45.00% errors=0 total=5891
[1369918640.200626] latency=4:14:47:159:345:(90)ms throughput=25rps rr=56.00% errors=0 total=5916
[1369918641.204635] latency=5:6:8:53:201:(47)ms throughput=21rps rr=38.10% errors=0 total=5937
[1369918642.208612] latency=4:7:31:148:308:(88)ms throughput=27rps rr=48.15% errors=0 total=5964
[1369918643.212632] latency=4:30:99:208:377:(133)ms throughput=22rps rr=68.18% errors=0 total=5986
[1369918644.216645] latency=5:8:40:145:438:(107)ms throughput=31rps rr=38.71% errors=0 total=6017
[1369918645.220636] latency=5:9:37:137:488:(86)ms throughput=23rps rr=39.13% errors=0 total=6040
[1369918646.224627] latency=7:27:45:459:855:(248)ms throughput=35rps rr=48.57% errors=0 total=6075
[1369918647.228628] latency=5:41:75:428:683:(215)ms throughput=23rps rr=65.22% errors=0 total=6098
[1369918648.232642] latency=5:35:37:159:554:(118)ms throughput=27rps rr=48.15% errors=0 total=6125
[1369918649.236620] latency=3:24:41:216:420:(115)ms throughput=35rps rr=48.57% errors=0 total=6160
[1369918650.240633] latency=4:6:35:106:233:(64)ms throughput=21rps rr=47.62% errors=0 total=6181
[1369918651.244614] latency=4:6:33:196:444:(103)ms throughput=25rps rr=40.00% errors=0 total=6206
[1369918652.248635] latency=5:6:21:30:446:(65)ms throughput=22rps rr=36.36% errors=0 total=6228
[1369918653.252642] latency=4:5:9:146:595:(105)ms throughput=29rps rr=34.48% errors=0 total=6257
[1369918654.256645] latency=5:5:7:55:192:(35)ms throughput=21rps rr=28.57% errors=0 total=6278
[1369918655.260616] latency=5:6:25:42:245:(51)ms throughput=22rps rr=27.27% errors=0 total=6300
[1369918656.264648] latency=20:37:154:327:555:(189)ms throughput=26rps rr=61.54% errors=0 total=6326
[1369918657.268625] latency=5:11:39:233:722:(148)ms throughput=26rps rr=42.31% errors=0 total=6352
[1369918658.272626] latency=19:34:42:436:885:(265)ms throughput=23rps rr=47.83% errors=0 total=6375
[1369918659.276632] latency=9:23:39:268:918:(183)ms throughput=28rps rr=42.86% errors=0 total=6403
[1369918660.280633] latency=5:17:59:430:987:(262)ms throughput=31rps rr=51.61% errors=0 total=6434
[1369918661.284621] latency=3:7:38:114:431:(85)ms throughput=30rps rr=46.67% errors=0 total=6464
[1369918662.288617] latency=5:9:71:155:320:(102)ms throughput=21rps rr=52.38% errors=0 total=6485
[1369918663.292645] latency=5:28:40:185:279:(106)ms throughput=23rps rr=52.17% errors=0 total=6508
[1369918664.296656] latency=5:6:50:98:150:(57)ms throughput=21rps rr=57.14% errors=0 total=6529
[1369918665.300623] latency=5:19:29:85:464:(104)ms throughput=23rps rr=43.48% errors=0 total=6552
[1369918666.304618] latency=4:16:68:140:349:(91)ms throughput=23rps rr=56.52% errors=0 total=6575
[1369918667.308636] latency=3:25:117:228:434:(135)ms throughput=27rps rr=66.67% errors=0 total=6602
[1369918668.312641] latency=4:5:22:63:239:(46)ms throughput=21rps rr=42.86% errors=0 total=6623
